category,bathrooms,bedrooms,has_photo,price,price_type,square_feet,state,latitude,longitude,time
housing/rent/apartment,1.0,2.0,Yes,1158,Monthly,875,CT,413498.0,-721062.0,1568780904
housing/rent/apartment,1.0,2.0,Yes,1158,Monthly,875,CT,413498.0,-721062.0,1568780687
housing/rent/apartment,1.0,2.0,Thumbnail,1158,Monthly,875,CT,413498.0,-721062.0,1568781008
housing/rent/apartment,1.0,1.0,Thumbnail,1150,Monthly,875,IL,420341.0,-878937.0,1576667569
housing/rent/apartment,1.0,2.0,Yes,1010,Monthly,875,MD,393754.0,-768054.0,1568780911
housing/rent/apartment,1.0,2.0,Thumbnail,995,Monthly,875,TX,329108.0,-967321.0,1576253157
housing/rent/apartment,1.0,2.0,Thumbnail,980,Monthly,875,IA,420259.0,-936516.0,1577360350
housing/rent/apartment,1.0,2.0,Thumbnail,975,Monthly,875,MI,425528.0,-834760.0,1577360370
housing/rent/apartment,1.0,2.0,Thumbnail,950,Monthly,875,MO,390744.0,-945521.0,1577016861
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,875,MO,390744.0,-945521.0,1577015070
housing/rent/apartment,2.0,3.0,Thumbnail,732,Monthly,875,MI,423149.0,-851757.0,1577358380
housing/rent/apartment,2.0,2.0,Thumbnail,675,Monthly,875,TX,261596.0,-979890.0,1577359462
housing/rent/apartment,2.0,2.0,Thumbnail,1600,Monthly,876,MA,419392.0,-713028.0,1568767191
housing/rent/apartment,1.0,2.0,Thumbnail,1461,Monthly,876,CO,401657.0,-1051365.0,1568762694
housing/rent/apartment,1.0,1.0,Thumbnail,1400,Monthly,876,MN,448653.0,-934749.0,1576666259
housing/rent/apartment,2.0,2.0,Yes,1180,Monthly,876,TX,327583.0,-970880.0,1568772754
housing/rent/apartment,2.0,2.0,Thumbnail,1180,Monthly,876,TX,327583.0,-970880.0,1568772995
housing/rent/apartment,2.0,2.0,Thumbnail,1169,Monthly,876,TX,326548.0,-971587.0,1568774860
housing/rent/apartment,1.0,2.0,Thumbnail,995,Monthly,876,OR,449545.0,-1230072.0,1577309496
housing/rent/apartment,1.0,1.0,Thumbnail,977,Monthly,876,TX,294624.0,-985253.0,1577014928
housing/rent/apartment,1.0,1.0,Thumbnail,929,Monthly,876,IN,394626.0,-873824.0,1577358482
housing/rent/apartment,1.0,1.0,Thumbnail,885,Monthly,876,NE,408062.0,-966778.0,1577358928
housing/rent/apartment,1.0,1.0,Thumbnail,1600,Monthly,877,TX,303054.0,-977497.0,1577359846
housing/rent/apartment,1.0,2.0,Thumbnail,1295,Monthly,877,OR,454305.0,-1227798.0,1577359903
housing/rent/apartment,1.0,1.0,Thumbnail,1275,Monthly,877,WI,430724.0,-894003.0,1577359291
housing/rent/apartment,1.0,2.0,No,1090,Monthly,877,CO,388503.0,-1047586.0,1568770490
housing/rent/apartment,3.0,3.0,Thumbnail,2385,Monthly,878,IL,401171.0,-881889.0,1577358904
housing/rent/apartment,2.0,2.0,Thumbnail,2195,Monthly,878,CA,379682.0,-1220091.0,1575978503
housing/rent/apartment,1.0,1.0,Thumbnail,1002,Monthly,878,TX,305118.0,-976873.0,1577359481
housing/rent/apartment,1.0,1.0,Thumbnail,1470,Monthly,879,TX,320057.0,-1021036.0,1577358478
housing/rent/apartment,1.0,1.0,Yes,1450,Monthly,879,GA,340072.0,-840034.0,1568774996
housing/rent/apartment,1.0,1.0,Thumbnail,1440,Monthly,879,MD,392144.0,-768797.0,1568774173
housing/rent/apartment,1.0,2.0,Thumbnail,1278,Monthly,879,WI,445099.0,-880178.0,1577015775
housing/rent/apartment,1.5,1.0,Thumbnail,2350,Monthly,880,FL,257603.0,-803005.0,1577359395
housing/rent/apartment,1.0,2.0,Thumbnail,1900,Monthly,880,NJ,407667.0,-740295.0,1577271829
housing/rent/apartment,2.0,2.0,Thumbnail,1750,Monthly,880,CA,339556.0,-1183498.0,1568768487
housing/rent/apartment,1.5,2.0,Thumbnail,1675,Monthly,880,CA,332039.0,-1172421.0,1577359741
housing/rent/apartment,2.0,3.0,Thumbnail,1650,Monthly,880,IN,404969.0,-869659.0,1577358853
housing/rent/apartment,2.0,2.0,Yes,1585,Monthly,880,WA,478495.0,-1222825.0,1568776090
housing/rent/apartment,1.0,1.0,Thumbnail,1539,Monthly,880,VA,367434.0,-762257.0,1568747228
housing/rent/apartment,1.0,2.0,Thumbnail,1450,Monthly,880,VA,388488.0,-773296.0,1575754590
housing/rent/apartment,1.5,2.0,Thumbnail,1440,Monthly,880,IN,404969.0,-869659.0,1577016114
housing/rent/apartment,1.0,2.0,Thumbnail,1410,Monthly,880,Otros,427527.0,-714854.0,1568770808
housing/rent/apartment,1.0,2.0,No,1335,Monthly,880,MD,394044.0,-764482.0,1568780445
housing/rent/apartment,1.0,2.0,Thumbnail,1280,Monthly,880,MD,387555.0,-769825.0,1568752815
housing/rent/apartment,1.0,2.0,Yes,1229,Monthly,880,Otros,429833.0,-714574.0,1568772002
housing/rent/apartment,1.0,2.0,No,1200,Monthly,880,FL,261481.0,-802271.0,1570656421
housing/rent/apartment,1.0,1.0,Thumbnail,1125,Monthly,880,Otros,331932.0,-875349.0,1577360565
housing/rent/apartment,1.0,2.0,Thumbnail,925,Monthly,880,Otros,406493.0,-1118828.0,1577359571
housing/rent/apartment,1.0,2.0,Thumbnail,880,Monthly,880,TX,296803.0,-951845.0,1577310063
housing/rent/apartment,1.0,2.0,Thumbnail,850,Monthly,880,MI,428396.0,-834287.0,1577358887
housing/rent/apartment,1.0,1.0,Thumbnail,825,Monthly,880,OK,361160.0,-959281.0,1577359175
housing/rent/apartment,1.5,2.0,Thumbnail,770,Monthly,880,NE,411765.0,-960829.0,1576359478
housing/rent/apartment,2.0,2.0,Thumbnail,750,Monthly,880,IN,403613.0,-869005.0,1577358858
housing/rent/apartment,2.0,2.0,Thumbnail,665,Monthly,880,OK,354710.0,-975299.0,1577360339
housing/rent/apartment,1.0,1.0,Thumbnail,1516,Monthly,881,TX,303054.0,-977497.0,1577359687
housing/rent/apartment,1.0,1.0,Thumbnail,1250,Monthly,881,Otros,369761.0,-864362.0,1577360303
housing/rent/apartment,1.0,1.0,Thumbnail,1500,Monthly,882,WI,432286.0,-879668.0,1577360447
housing/rent/apartment,1.0,1.0,Thumbnail,1500,Monthly,882,WI,432286.0,-879668.0,1577015681
housing/rent/apartment,1.0,1.0,Thumbnail,1345,Monthly,882,WI,430724.0,-894003.0,1576666441
housing/rent/apartment,1.0,2.0,No,1112,Monthly,882,TX,326960.0,-970878.0,1568773866
housing/rent/apartment,1.0,1.0,Thumbnail,979,Monthly,882,TX,328403.0,-970955.0,1577358577
housing/rent/apartment,1.0,1.0,Thumbnail,975,Monthly,882,TX,294624.0,-985253.0,1577359937
housing/rent/apartment,1.0,2.0,Thumbnail,824,Monthly,882,WI,434182.0,-881681.0,1577358297
housing/rent/apartment,1.0,2.0,Thumbnail,780,Monthly,882,OH,395290.0,-842974.0,1568760731
housing/rent/apartment,1.0,1.0,Thumbnail,1705,Monthly,883,MD,389645.0,-769637.0,1568756027
housing/rent/apartment,2.0,2.0,Yes,1015,Monthly,883,TX,327220.0,-970830.0,1568772288
housing/rent/apartment,1.0,2.0,Yes,2100,Monthly,884,CA,341408.0,-1181273.0,1568781995
housing/rent/apartment,1.0,1.0,Thumbnail,1930,Monthly,884,WA,474831.0,-1221298.0,1568780638
housing/rent/apartment,1.0,2.0,Thumbnail,1895,Monthly,884,CA,338375.0,-1180012.0,1577312260
housing/rent/apartment,1.0,2.0,Yes,1400,Monthly,884,WA,477921.0,-1223045.0,1568777910
housing/rent/apartment,1.0,2.0,Yes,1400,Monthly,884,WA,477921.0,-1223045.0,1568777990
housing/rent/apartment,1.0,2.0,Yes,1295,Monthly,884,NJ,399071.0,-750838.0,1568777745
housing/rent/apartment,1.0,2.0,Yes,1205,Monthly,884,NJ,399071.0,-750838.0,1568777828
housing/rent/apartment,1.0,2.0,Yes,1061,Monthly,884,GA,340250.0,-843128.0,1568781019
housing/rent/apartment,1.0,3.0,Thumbnail,950,Monthly,884,MO,390744.0,-945521.0,1577359598
housing/rent/apartment,2.0,2.0,Thumbnail,825,Monthly,884,OK,356982.0,-974325.0,1568777341
housing/rent/apartment,1.0,4.0,Thumbnail,2075,Monthly,885,IL,418625.0,-876825.0,1577359323
housing/rent/apartment,2.0,2.0,Thumbnail,1700,Monthly,885,NC,358230.0,-786438.0,1576666405
housing/rent/apartment,1.5,2.0,Thumbnail,1545,Monthly,885,Otros,402355.0,-1116479.0,1577359498
housing/rent/apartment,1.0,1.0,Thumbnail,1525,Monthly,885,MN,449855.0,-933023.0,1577015486
housing/rent/apartment,2.0,2.0,Thumbnail,1476,Monthly,885,MD,382722.0,-764664.0,1576618051
housing/rent/apartment,1.0,1.0,Thumbnail,1150,Monthly,885,FL,270533.0,-821205.0,1568752359
housing/rent/apartment,1.0,1.0,Thumbnail,1550,Monthly,886,IA,415486.0,-905922.0,1577360060
housing/rent/apartment,1.0,2.0,Thumbnail,1400,Monthly,886,NC,359907.0,-789074.0,1577016115
housing/rent/apartment,1.0,2.0,Thumbnail,1400,Monthly,886,NE,408062.0,-966778.0,1577017175
housing/rent/apartment,1.0,2.0,Thumbnail,1229,Monthly,886,MD,388077.0,-769886.0,1568753103
housing/rent/apartment,2.0,2.0,Yes,1099,Monthly,886,MD,396404.0,-770297.0,1568781805
housing/rent/apartment,1.0,2.0,Thumbnail,1095,Monthly,886,TX,327057.0,-968747.0,1568756406
housing/rent/apartment,1.0,1.0,Thumbnail,980,Monthly,886,Otros,340505.0,-810098.0,1577358735
housing/rent/apartment,1.0,2.0,Thumbnail,850,Monthly,886,WI,425589.0,-890873.0,1577358947
housing/rent/apartment,2.0,2.0,Thumbnail,2000,Monthly,887,CO,400213.0,-1052552.0,1577359431
housing/rent/apartment,1.0,2.0,Thumbnail,1637,Monthly,887,MD,391695.0,-772694.0,1568764360
housing/rent/apartment,1.0,2.0,Thumbnail,2695,Monthly,888,Otros,410292.0,-737710.0,1576666499
housing/rent/apartment,2.0,2.0,Thumbnail,1875,Monthly,888,WA,475259.0,-1222857.0,1577359245
housing/rent/apartment,1.0,1.0,Thumbnail,1592,Monthly,888,Otros,427527.0,-714854.0,1568770568
housing/rent/apartment,1.0,1.0,Thumbnail,1585,Monthly,888,OH,399974.0,-829829.0,1577360496
housing/rent/apartment,2.0,2.0,Thumbnail,1098,Monthly,888,IN,404969.0,-869659.0,1577358842
housing/rent/apartment,1.0,2.0,Thumbnail,799,Monthly,888,WI,426808.0,-890286.0,1574983316
housing/rent/apartment,1.0,2.0,Thumbnail,795,Monthly,888,ND,468608.0,-968096.0,1577358598
housing/rent/apartment,2.0,2.0,Thumbnail,1784,Monthly,889,Otros,427911.0,-712193.0,1577358621
housing/rent/apartment,1.0,1.0,Thumbnail,1280,Monthly,889,WI,430531.0,-879659.0,1577359319
housing/rent/apartment,2.0,3.0,Thumbnail,5100,Monthly,890,CA,374356.0,-1221340.0,1577360120
housing/rent/apartment,2.0,2.0,Thumbnail,3395,Monthly,890,Otros,389118.0,-770132.0,1577016705
housing/rent/apartment,1.0,2.0,Thumbnail,1835,Monthly,890,CA,338323.0,-1179079.0,1577015420
housing/rent/apartment,2.0,2.0,Thumbnail,1725,Monthly,890,CA,332039.0,-1172421.0,1577359987
housing/rent/apartment,1.0,2.0,Thumbnail,1708,Monthly,890,MD,390201.0,-770113.0,1568766887
housing/rent/apartment,2.0,2.0,Thumbnail,1495,Monthly,890,IL,401145.0,-882723.0,1577359077
housing/rent/apartment,1.0,1.0,Thumbnail,1474,Monthly,890,MD,390471.0,-764978.0,1577359362
housing/rent/apartment,1.0,1.0,Thumbnail,1459,Monthly,890,MD,390471.0,-764978.0,1568771113
housing/rent/apartment,1.0,1.0,Thumbnail,1444,Monthly,890,MD,390471.0,-764978.0,1568771127
housing/rent/apartment,1.0,1.0,Thumbnail,1440,Monthly,890,Otros,477016.0,-1167826.0,1577360170
housing/rent/apartment,1.0,1.0,Thumbnail,1350,Monthly,890,PA,400054.0,-751415.0,1577358891
housing/rent/apartment,2.0,2.0,Thumbnail,1165,Monthly,890,WA,470012.0,-1205424.0,1574983159
housing/rent/apartment,1.0,1.0,Thumbnail,1165,Monthly,890,GA,339222.0,-840725.0,1568776075
housing/rent/apartment,1.0,1.0,Thumbnail,1065,Monthly,890,TX,297714.0,-954343.0,1577358574
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,890,OH,399974.0,-829829.0,1577360153
housing/rent/apartment,1.0,1.0,Thumbnail,990,Monthly,890,AZ,322264.0,-1109438.0,1577359177
housing/rent/apartment,1.0,1.0,Thumbnail,943,Monthly,890,TX,299884.0,-956728.0,1577358385
housing/rent/apartment,1.0,1.0,Thumbnail,940,Monthly,890,TX,299884.0,-956728.0,1577358385
housing/rent/apartment,1.0,3.0,Thumbnail,925,Monthly,890,TX,294624.0,-985253.0,1577359126
housing/rent/apartment,2.0,2.0,Thumbnail,823,Monthly,890,TX,322750.0,-953017.0,1568769665
housing/rent/apartment,1.0,2.0,Thumbnail,800,Monthly,890,MI,428464.0,-845898.0,1577015532
housing/rent/apartment,1.0,1.0,Thumbnail,705,Monthly,890,ND,468296.0,-1008908.0,1577359880
housing/rent/apartment,1.5,1.0,Thumbnail,1900,Monthly,891,FL,257603.0,-803005.0,1576666652
housing/rent/apartment,1.0,2.0,Thumbnail,725,Monthly,891,MI,428181.0,-844593.0,1577359489
housing/rent/apartment,1.0,1.0,Thumbnail,1994,Monthly,892,CA,327876.0,-1171265.0,1577359423
housing/rent/apartment,1.0,1.0,Thumbnail,1460,Monthly,892,MD,389974.0,-768818.0,1568755174
housing/rent/apartment,1.0,1.0,Thumbnail,972,Monthly,892,TX,305118.0,-976873.0,1577359775
housing/rent/apartment,1.0,1.0,No,1065,Monthly,893,MD,393754.0,-768054.0,1568780872
housing/rent/apartment,1.0,1.0,Yes,1050,Monthly,893,MD,393754.0,-768054.0,1568780898
housing/rent/apartment,2.0,2.0,Thumbnail,975,Monthly,893,VA,371275.0,-765219.0,1568757098
housing/rent/apartment,1.0,3.0,Thumbnail,5195,Monthly,894,CA,377599.0,-1224379.0,1577358516
housing/rent/apartment,1.0,2.0,Thumbnail,2195,Monthly,894,WA,476160.0,-1223275.0,1577359866
housing/rent/apartment,1.5,2.0,Thumbnail,1595,Monthly,894,CO,396894.0,-1051119.0,1577360084
housing/rent/apartment,2.0,2.0,Yes,1480,Monthly,894,OK,354751.0,-975035.0,1568781468
housing/rent/apartment,2.0,2.0,Yes,1450,Monthly,894,OK,354751.0,-975035.0,1568781556
housing/rent/apartment,2.0,2.0,Yes,1440,Monthly,894,OK,354751.0,-975035.0,1568781257
housing/rent/apartment,1.0,1.0,Yes,1246,Monthly,894,PA,403942.0,-799046.0,1568778868
housing/rent/apartment,1.0,2.0,Thumbnail,985,Monthly,894,TX,299142.0,-939383.0,1577358623
housing/rent/apartment,1.0,2.0,Thumbnail,909,Monthly,894,MO,390744.0,-945521.0,1577359471
housing/rent/apartment,1.0,1.0,Thumbnail,899,Monthly,894,IA,416475.0,-934713.0,1577359086
housing/rent/apartment,2.0,2.0,Thumbnail,2995,Monthly,895,CA,340372.0,-1182972.0,1576667598
housing/rent/apartment,1.0,2.0,Thumbnail,1495,Monthly,895,OR,455091.0,-1226449.0,1577360078
housing/rent/apartment,1.0,2.0,No,1350,Monthly,895,CO,386968.0,-1046969.0,1568768298
housing/rent/apartment,1.0,2.0,Thumbnail,1300,Monthly,895,CO,397025.0,-1049311.0,1568757140
housing/rent/apartment,2.0,2.0,Thumbnail,1199,Monthly,895,IN,399925.0,-857729.0,1577358826
housing/rent/apartment,1.0,2.0,Yes,1199,Monthly,895,Otros,429833.0,-714574.0,1568771283
housing/rent/apartment,1.0,1.0,Thumbnail,1166,Monthly,895,PA,406170.0,-800641.0,1568777623
housing/rent/apartment,1.0,2.0,Thumbnail,985,Monthly,895,OH,393344.0,-845623.0,1568761102
housing/rent/apartment,1.0,2.0,Yes,946,Monthly,895,NC,360249.0,-784646.0,1568769721
housing/rent/apartment,1.0,2.0,Yes,895,Monthly,895,PA,404261.0,-797631.0,1568780000
housing/rent/apartment,1.0,2.0,Thumbnail,664,Monthly,895,Otros,435329.0,-967265.0,1577359874
housing/rent/apartment,2.0,2.0,Thumbnail,2395,Monthly,896,Otros,389118.0,-770132.0,1577360182
housing/rent/apartment,1.0,1.0,No,1909,Monthly,896,MD,390747.0,-767017.0,1568778703
housing/rent/apartment,1.0,2.0,Thumbnail,1795,Monthly,896,IL,418625.0,-876825.0,1577359548
housing/rent/apartment,1.0,1.0,Thumbnail,1415,Monthly,896,TX,327532.0,-968388.0,1568748290
housing/rent/apartment,1.0,2.0,Thumbnail,990,Monthly,896,Otros,298798.0,-900680.0,1577050192
housing/rent/apartment,1.0,1.0,Thumbnail,930,Monthly,896,GA,338730.0,-841120.0,1568776765
housing/rent/apartment,1.0,2.0,Thumbnail,875,Monthly,896,NC,360808.0,-794527.0,1577360318
housing/rent/apartment,1.0,3.0,Thumbnail,689,Monthly,896,IN,402057.0,-854000.0,1577358826
housing/rent/apartment,1.0,2.0,Thumbnail,625,Monthly,896,TN,359507.0,-850283.0,1577309685
housing/rent/apartment,1.0,2.0,Thumbnail,2585,Monthly,897,NJ,408876.0,-740499.0,1568761733
housing/rent/apartment,2.0,2.0,Thumbnail,2525,Monthly,897,CA,339550.0,-1183967.0,1568755436
housing/rent/apartment,1.0,1.0,Thumbnail,1600,Monthly,897,FL,257603.0,-803005.0,1577360235
housing/rent/apartment,1.0,2.0,Yes,1817,Monthly,898,WA,477544.0,-1221932.0,1568769161
housing/rent/apartment,1.0,1.0,Thumbnail,1349,Monthly,898,NV,361132.0,-1152754.0,1568750234
housing/rent/apartment,1.0,1.0,Thumbnail,1025,Monthly,898,WI,430724.0,-894003.0,1577015778
housing/rent/apartment,2.0,2.0,Thumbnail,769,Monthly,898,TX,325145.0,-947538.0,1577135634
housing/rent/apartment,2.0,2.0,Thumbnail,769,Monthly,898,TX,325548.0,-947807.0,1568768366
housing/rent/apartment,2.0,2.0,Thumbnail,1364,Monthly,899,TX,328212.0,-967853.0,1577358582
housing/rent/apartment,1.0,2.0,Thumbnail,1285,Monthly,899,MD,390614.0,-768511.0,1568749531
housing/rent/apartment,1.0,1.0,Thumbnail,1206,Monthly,899,TX,303054.0,-977497.0,1577359892
housing/rent/apartment,1.0,1.0,Thumbnail,1110,Monthly,899,AZ,333423.0,-1117755.0,1577358760
housing/rent/apartment,1.5,1.0,Thumbnail,1005,Monthly,899,TX,297714.0,-954343.0,1577014785
housing/rent/apartment,2.0,3.0,Thumbnail,4995,Monthly,900,CA,378726.0,-1222707.0,1577359745
housing/rent/apartment,1.5,3.0,Thumbnail,4769,Monthly,900,CA,377599.0,-1224379.0,1577359427
housing/rent/apartment,1.0,2.0,No,3800,Monthly,900,CA,340314.0,-1184885.0,1568769660
housing/rent/apartment,1.0,3.0,Thumbnail,3175,Monthly,900,CA,352703.0,-1206813.0,1575978479
housing/rent/apartment,1.0,1.0,No,3100,Monthly,900,NJ,407220.0,-740644.0,1568777444
housing/rent/apartment,1.0,1.0,Thumbnail,2950,Monthly,900,CA,373499.0,-1219708.0,1577359376
housing/rent/apartment,2.0,2.0,Thumbnail,2837,Monthly,900,CA,340372.0,-1182972.0,1577359542
housing/rent/apartment,1.5,2.0,Thumbnail,2800,Monthly,900,CA,330534.0,-1172660.0,1577017092
housing/rent/apartment,2.0,2.0,Thumbnail,2795,Monthly,900,CA,340372.0,-1182972.0,1577360343
housing/rent/apartment,2.0,2.0,Thumbnail,2690,Monthly,900,CA,328395.0,-1172525.0,1577359544
housing/rent/apartment,1.0,2.0,Thumbnail,2625,Monthly,900,MA,423280.0,-710710.0,1577015397
housing/rent/apartment,1.0,1.0,Thumbnail,2599,Monthly,900,CA,340372.0,-1182972.0,1577359373
housing/rent/apartment,1.0,2.0,Yes,2510,Monthly,900,NJ,408797.0,-741083.0,1568765916
housing/rent/apartment,1.0,2.0,Thumbnail,2445,Monthly,900,CA,340372.0,-1182972.0,1577360342
housing/rent/apartment,1.0,2.0,Thumbnail,2395,Monthly,900,Otros,389118.0,-770132.0,1577360093
housing/rent/apartment,1.0,2.0,Thumbnail,2298,Monthly,900,CA,340372.0,-1182972.0,1577359857
housing/rent/apartment,1.0,2.0,Thumbnail,2200,Monthly,900,MA,424194.0,-711110.0,1576360239
housing/rent/apartment,1.0,3.0,Thumbnail,2200,Monthly,900,Otros,444872.0,-732278.0,1568775131
housing/rent/apartment,1.0,2.0,Thumbnail,2100,Monthly,900,IL,418625.0,-876825.0,1577360379
housing/rent/apartment,1.5,2.0,Thumbnail,2100,Monthly,900,CA,379682.0,-1220091.0,1575641171
housing/rent/apartment,1.0,2.0,Yes,2100,Monthly,900,NJ,407220.0,-740644.0,1568779297
housing/rent/apartment,1.0,2.0,Thumbnail,2000,Monthly,900,Otros,407029.0,-738797.0,1575418633
housing/rent/apartment,1.0,2.0,Thumbnail,1999,Monthly,900,Otros,407029.0,-738797.0,1577310602
housing/rent/apartment,2.0,2.0,Thumbnail,1990,Monthly,900,IL,418625.0,-876825.0,1577359300
housing/rent/apartment,1.0,2.0,Thumbnail,1905,Monthly,900,VA,387999.0,-771072.0,1577359232
housing/rent/apartment,1.0,1.0,Thumbnail,1850,Monthly,900,CA,341677.0,-1186141.0,1577359483
housing/rent/apartment,1.0,1.0,Thumbnail,1850,Monthly,900,CA,373695.0,-1220241.0,1577359411
housing/rent/apartment,2.0,2.0,Thumbnail,1835,Monthly,900,WA,477179.0,-1222059.0,1568775380
housing/rent/apartment,1.0,2.0,Thumbnail,1825,Monthly,900,NJ,408620.0,-744061.0,1576323443
housing/rent/apartment,1.0,2.0,Thumbnail,1800,Monthly,900,PA,400054.0,-751415.0,1577358880
housing/rent/apartment,1.0,2.0,Thumbnail,1795,Monthly,900,WA,476160.0,-1223275.0,1577360135
housing/rent/apartment,1.0,1.0,Thumbnail,1750,Monthly,900,MD,393191.0,-766126.0,1577015234
housing/rent/apartment,1.0,2.0,Thumbnail,1725,Monthly,900,MA,428141.0,-708735.0,1577360345
housing/rent/apartment,1.0,1.0,Thumbnail,1710,Monthly,900,MD,389993.0,-769750.0,1577305245
housing/rent/apartment,2.0,2.0,Thumbnail,1700,Monthly,900,PA,400054.0,-751415.0,1575640766
housing/rent/apartment,1.0,1.0,Thumbnail,1695,Monthly,900,GA,340648.0,-840849.0,1568770334
housing/rent/apartment,1.5,2.0,Thumbnail,1675,Monthly,900,OR,455091.0,-1226449.0,1577017071
housing/rent/apartment,1.0,3.0,Thumbnail,1650,Monthly,900,IN,404969.0,-869659.0,1577358846
housing/rent/apartment,1.0,1.0,Thumbnail,1648,Monthly,900,IL,418952.0,-876219.0,1577271677
housing/rent/apartment,1.0,2.0,Thumbnail,1639,Monthly,900,MA,419784.0,-709751.0,1568758532
housing/rent/apartment,1.0,2.0,Thumbnail,1620,Monthly,900,NJ,407936.0,-741644.0,1568755388
housing/rent/apartment,1.0,2.0,Thumbnail,1620,Monthly,900,NJ,407936.0,-741644.0,1568755380
housing/rent/apartment,2.0,2.0,Thumbnail,1600,Monthly,900,PA,400054.0,-751415.0,1577017095
housing/rent/apartment,1.0,1.0,Thumbnail,1600,Monthly,900,MN,449368.0,-933605.0,1576666259
housing/rent/apartment,1.0,3.0,No,1599,Monthly,900,Otros,429833.0,-714574.0,1568772143
housing/rent/apartment,1.0,1.0,Thumbnail,1579,Monthly,900,CO,397131.0,-1052321.0,1568760772
housing/rent/apartment,1.0,2.0,Thumbnail,1550,Monthly,900,CA,387551.0,-1212948.0,1577358670
housing/rent/apartment,1.0,2.0,Thumbnail,1550,Monthly,900,GA,337848.0,-843922.0,1577017142
housing/rent/apartment,1.0,1.0,Thumbnail,1550,Monthly,900,GA,340648.0,-840849.0,1568770653
housing/rent/apartment,2.0,1.0,Thumbnail,1525,Monthly,900,MD,392946.0,-766235.0,1568781910
housing/rent/apartment,1.0,2.0,Thumbnail,1500,Monthly,900,FL,280076.0,-824792.0,1577359540
housing/rent/apartment,1.0,1.0,Thumbnail,1500,Monthly,900,NJ,407890.0,-740122.0,1577015929
housing/rent/apartment,1.0,2.0,Yes,1475,Monthly,900,OH,391054.0,-845022.0,1568765528
housing/rent/apartment,1.0,2.0,Thumbnail,1460,Monthly,900,WA,473907.0,-1222626.0,1568774040
housing/rent/apartment,1.0,2.0,Thumbnail,1400,Monthly,900,MA,420876.0,-710250.0,1568758130
housing/rent/apartment,2.0,2.0,Thumbnail,1390,Monthly,900,MD,394044.0,-764482.0,1568780439
housing/rent/apartment,1.0,1.0,Thumbnail,1365,Monthly,900,TX,303054.0,-977497.0,1577359451
housing/rent/apartment,1.0,2.0,Thumbnail,1365,Monthly,900,MD,395551.0,-769906.0,1568781714
housing/rent/apartment,1.0,4.0,Thumbnail,1350,Monthly,900,CT,417566.0,-726890.0,1577017123
housing/rent/apartment,1.0,3.0,Thumbnail,1350,Monthly,900,WI,430724.0,-894003.0,1577015699
housing/rent/apartment,1.0,1.0,Yes,1350,Monthly,900,Otros,429194.0,-710650.0,1568774371
housing/rent/apartment,1.0,2.0,Thumbnail,1350,Monthly,900,MD,388391.0,-769175.0,1568753723
housing/rent/apartment,1.0,2.0,Thumbnail,1340,Monthly,900,CO,388562.0,-1047720.0,1577358638
housing/rent/apartment,1.0,2.0,Thumbnail,1329,Monthly,900,MN,449368.0,-933605.0,1577360458
housing/rent/apartment,1.0,2.0,Thumbnail,1300,Monthly,900,OR,454851.0,-1228349.0,1577359185
housing/rent/apartment,1.0,2.0,Thumbnail,1300,Monthly,900,GA,337416.0,-842614.0,1577359990
housing/rent/apartment,1.0,3.0,Thumbnail,1300,Monthly,900,OH,399974.0,-829829.0,1577015775
housing/rent/apartment,1.0,2.0,Thumbnail,1300,Monthly,900,NJ,396428.0,-749555.0,1568777290
housing/rent/apartment,1.0,1.0,Thumbnail,1299,Monthly,900,TN,351211.0,-899517.0,1576667852
housing/rent/apartment,1.0,2.0,Thumbnail,1289,Monthly,900,FL,280076.0,-824792.0,1577358390
housing/rent/apartment,1.0,1.0,Thumbnail,1275,Monthly,900,IL,418625.0,-876825.0,1577360446
housing/rent/apartment,1.0,1.0,Thumbnail,1264,Monthly,900,FL,257603.0,-803005.0,1577359231
housing/rent/apartment,2.0,2.0,Yes,1255,Monthly,900,MD,394044.0,-764482.0,1568780437
housing/rent/apartment,1.5,2.0,Thumbnail,1250,Monthly,900,WA,487871.0,-1224437.0,1577360111
housing/rent/apartment,1.0,2.0,Thumbnail,1250,Monthly,900,OR,455091.0,-1226449.0,1577359784
housing/rent/apartment,2.0,2.0,Thumbnail,1240,Monthly,900,FL,266138.0,-800897.0,1577312934
housing/rent/apartment,1.0,2.0,Thumbnail,1230,Monthly,900,OH,401100.0,-831087.0,1577358701
housing/rent/apartment,2.0,2.0,Thumbnail,1214,Monthly,900,TX,292828.0,-948253.0,1575506654
housing/rent/apartment,1.0,3.0,Thumbnail,1200,Monthly,900,MI,422368.0,-836103.0,1577359448
housing/rent/apartment,2.0,2.0,Thumbnail,1200,Monthly,900,IA,420259.0,-936516.0,1577015641
housing/rent/apartment,1.0,2.0,Thumbnail,1200,Monthly,900,MO,390744.0,-945521.0,1577017035
housing/rent/apartment,1.0,2.0,Thumbnail,1195,Monthly,900,MO,386274.0,-903040.0,1577358800
housing/rent/apartment,1.0,2.0,Thumbnail,1100,Monthly,900,MN,449405.0,-931027.0,1577359287
housing/rent/apartment,1.0,2.0,Thumbnail,1100,Monthly,900,Otros,611723.0,-1498414.0,1577358620
housing/rent/apartment,1.0,1.0,Thumbnail,1075,Monthly,900,IL,418625.0,-876825.0,1577360454
