category,bathrooms,bedrooms,has_photo,price,price_display,price_type,square_feet,cityname,latitude,longitude,time
housing/rent/apartment,1.0,2.0,Thumbnail,810,810,Monthly,750,Charlotte,352016.0,-808124.0,1577360258
housing/rent/apartment,1.0,1.0,Thumbnail,810,810,Monthly,750,Milwaukee,430531.0,-879659.0,1577360423
housing/rent/apartment,1.0,2.0,Thumbnail,800,800,Monthly,750,Portsmouth,368100.0,-763669.0,1568761696
housing/rent/apartment,1.0,1.0,Thumbnail,780,780,Monthly,750,Kansas City,392017.0,-945884.0,1577358660
housing/rent/apartment,1.0,1.0,Yes,780,780,Monthly,750,Roswell,340467.0,-843786.0,1568780669
housing/rent/apartment,1.0,1.0,Thumbnail,779,779,Monthly,750,Roswell,340467.0,-843786.0,1568780802
housing/rent/apartment,1.0,1.0,Yes,779,779,Monthly,750,Roswell,340250.0,-843128.0,1568781469
housing/rent/apartment,1.0,2.0,Thumbnail,775,775,Monthly,750,Spokane,476794.0,-1174018.0,1577359039
housing/rent/apartment,1.0,1.0,Yes,761,761,Monthly,750,Roswell,340467.0,-843786.0,1568780859
housing/rent/apartment,1.0,1.0,Thumbnail,750,750,Monthly,750,Clarkston,427445.0,-834085.0,1577360148
housing/rent/apartment,1.0,2.0,Thumbnail,750,750,Monthly,750,Dike,424053.0,-926875.0,1577358957
housing/rent/apartment,1.0,1.0,Thumbnail,750,750,Monthly,750,Pittsburgh,405007.0,-800667.0,1568780992
housing/rent/apartment,1.0,1.0,Thumbnail,740,740,Monthly,750,Baton Rouge,304415.0,-911012.0,1577359146
housing/rent/apartment,1.0,1.0,Thumbnail,730,730,Monthly,750,Louisville,382009.0,-856999.0,1577014804
housing/rent/apartment,1.0,1.0,Thumbnail,725,725,Monthly,750,Kingsport,365311.0,-825209.0,1577358923
housing/rent/apartment,1.0,1.0,Thumbnail,719,719,Monthly,750,Columbia,340505.0,-810098.0,1577359945
housing/rent/apartment,1.0,2.0,Thumbnail,700,700,Monthly,750,Waterloo,424869.0,-923426.0,1577358976
housing/rent/apartment,1.0,1.0,Thumbnail,695,695,Monthly,750,Shawnee Mission,389578.0,-946947.0,1577015049
housing/rent/apartment,1.0,1.0,Thumbnail,690,690,Monthly,750,Tallahassee,304601.0,-842714.0,1577358884
housing/rent/apartment,1.0,1.0,Thumbnail,685,685,Monthly,750,Houston,297714.0,-954343.0,1577358571
housing/rent/apartment,1.0,1.0,Thumbnail,679,679,Monthly,750,Oklahoma City,354710.0,-975299.0,1577358395
housing/rent/apartment,1.0,1.0,Thumbnail,675,675,Monthly,750,Pontiac,426465.0,-832861.0,1577360148
housing/rent/apartment,1.0,2.0,Thumbnail,675,675,Monthly,750,Pottstown,402351.0,-756408.0,1575150171
housing/rent/apartment,1.0,1.0,Thumbnail,650,650,Monthly,750,Lincoln Park,422438.0,-831802.0,1577359188
housing/rent/apartment,1.0,1.0,Thumbnail,635,635,Monthly,750,Kingsport,365311.0,-825209.0,1577358606
housing/rent/apartment,1.0,2.0,Thumbnail,625,625,Monthly,750,Ames,420259.0,-936516.0,1577015642
housing/rent/apartment,1.0,1.0,Thumbnail,622,622,Monthly,750,Florence,389885.0,-846468.0,1576359831
housing/rent/apartment,1.0,1.0,Thumbnail,620,620,Monthly,750,Toledo,416572.0,-835295.0,1568745371
housing/rent/apartment,1.0,2.0,Thumbnail,615,615,Monthly,750,Jackson,422418.0,-843984.0,1576667835
housing/rent/apartment,1.0,1.0,Thumbnail,606,606,Monthly,750,Anderson,401065.0,-856788.0,1577358470
housing/rent/apartment,1.0,2.0,Thumbnail,595,595,Monthly,750,Grand Forks,479179.0,-970658.0,1577359874
housing/rent/apartment,1.0,1.0,Thumbnail,575,575,Monthly,750,Rogersville,371219.0,-931388.0,1577359033
housing/rent/apartment,1.0,2.0,Thumbnail,560,560,Monthly,750,Norman,352399.0,-974552.0,1577360404
housing/rent/apartment,1.0,2.0,Thumbnail,550,550,Monthly,750,Wichita,376836.0,-973369.0,1577358633
housing/rent/apartment,1.0,2.0,Thumbnail,548,548,Monthly,750,Texarkana,334632.0,-940736.0,1568767404
housing/rent/apartment,1.0,2.0,Thumbnail,525,525,Monthly,750,Newton,380477.0,-973476.0,1577017148
housing/rent/apartment,1.0,1.0,Thumbnail,505,505,Monthly,750,Kansas City,390744.0,-945521.0,1577015050
housing/rent/apartment,1.0,1.0,Thumbnail,2607,2.607,Monthly,751,Marina Del Rey,339855.0,-1184532.0,1568767958
housing/rent/apartment,1.0,1.0,Yes,2102,2.102,Monthly,751,Norwalk,339069.0,-1180806.0,1568772839
housing/rent/apartment,1.0,1.0,Yes,2027,2.027,Monthly,751,Norwalk,339069.0,-1180806.0,1568772800
housing/rent/apartment,1.0,1.0,Thumbnail,1321,1.321,Monthly,751,Denver,397883.0,-1048265.0,1568756472
housing/rent/apartment,1.0,1.0,Thumbnail,1314,1.314,Monthly,751,Houston,297714.0,-954343.0,1577358289
housing/rent/apartment,1.0,1.0,Thumbnail,1305,1.305,Monthly,751,Colorado Springs,388562.0,-1047720.0,1577358733
housing/rent/apartment,1.0,1.0,Thumbnail,1270,1.27,Monthly,751,Denver,397858.0,-1047998.0,1577358684
housing/rent/apartment,1.0,1.0,Yes,1270,1.27,Monthly,751,Colorado Springs,388862.0,-1047389.0,1568772160
housing/rent/apartment,1.0,1.0,Thumbnail,1048,1.048,Monthly,751,Round Rock,305573.0,-976763.0,1576576633
housing/rent/apartment,1.0,1.0,Thumbnail,1045,1.045,Monthly,751,Las Vegas,361198.0,-1150497.0,1568744694
housing/rent/apartment,1.0,1.0,Thumbnail,1032,1.032,Monthly,751,San Antonio,294624.0,-985253.0,1577014959
housing/rent/apartment,1.0,1.0,Thumbnail,945,945,Monthly,751,Abilene,324418.0,-997494.0,1577358480
housing/rent/apartment,1.0,1.0,Yes,918,918,Monthly,751,Mansfield,325807.0,-971380.0,1568781888
housing/rent/apartment,1.0,1.0,Thumbnail,905,905,Monthly,751,Abilene,324418.0,-997494.0,1577358952
housing/rent/apartment,1.0,1.0,Thumbnail,900,900,Monthly,751,Kansas City,390744.0,-945521.0,1577015074
housing/rent/apartment,1.0,1.0,Thumbnail,779,779,Monthly,751,Overland Park,389259.0,-946916.0,1577360561
housing/rent/apartment,1.0,1.0,Thumbnail,530,530,Monthly,751,Dayton,398092.0,-842947.0,1568774135
housing/rent/apartment,1.0,1.0,No,2620,2.62,Monthly,752,Jersey City,407220.0,-740644.0,1568779000
housing/rent/apartment,1.0,1.0,Thumbnail,1976,1.976,Monthly,752,Princeton,403663.0,-746688.0,1568780444
housing/rent/apartment,1.0,1.0,Thumbnail,1720,1.72,Monthly,752,Princeton,403663.0,-746688.0,1568780793
housing/rent/apartment,1.0,1.0,Thumbnail,1674,1.674,Monthly,752,Derwood,391450.0,-771376.0,1568763052
housing/rent/apartment,1.0,1.0,Thumbnail,1380,1.38,Monthly,752,Winter Garden,285335.0,-815918.0,1568763265
housing/rent/apartment,1.0,1.0,Thumbnail,1295,1.295,Monthly,752,Plymouth,450201.0,-934623.0,1577358708
housing/rent/apartment,1.0,1.0,Thumbnail,1250,1.25,Monthly,752,Edina,449000.0,-933233.0,1577015754
housing/rent/apartment,1.0,1.0,Thumbnail,1166,1.166,Monthly,752,Houston,297714.0,-954343.0,1577358257
housing/rent/apartment,1.0,1.0,Thumbnail,1165,1.165,Monthly,752,Eagan,448144.0,-931655.0,1577358708
housing/rent/apartment,1.0,1.0,Thumbnail,1110,1.11,Monthly,752,Phoenix,335178.0,-1120848.0,1577358414
housing/rent/apartment,1.0,1.0,Thumbnail,1049,1.049,Monthly,752,Houston,297714.0,-954343.0,1577358260
housing/rent/apartment,1.0,1.0,Thumbnail,984,984,Monthly,752,Hammond,305007.0,-904760.0,1577358827
housing/rent/apartment,1.0,2.0,Thumbnail,960,960,Monthly,752,West Lafayette,404969.0,-869659.0,1577358855
housing/rent/apartment,1.0,1.0,Thumbnail,953,953,Monthly,752,Apex,357238.0,-788695.0,1576618758
housing/rent/apartment,1.0,1.0,Thumbnail,953,953,Monthly,752,Apex,357238.0,-788695.0,1568754895
housing/rent/apartment,1.0,1.0,Thumbnail,937,937,Monthly,752,Gonzales,302450.0,-909169.0,1577359147
housing/rent/apartment,1.0,1.0,Thumbnail,1680,1.68,Monthly,753,Dallas,328212.0,-967853.0,1577359718
housing/rent/apartment,1.0,1.0,Thumbnail,1565,1.565,Monthly,753,Dallas,328212.0,-967853.0,1577359714
housing/rent/apartment,1.0,1.0,Thumbnail,1405,1.405,Monthly,753,Covington,473765.0,-1220994.0,1577358503
housing/rent/apartment,1.0,1.0,Thumbnail,1175,1.175,Monthly,753,Austin,303054.0,-977497.0,1577359640
housing/rent/apartment,1.0,1.0,Thumbnail,917,917,Monthly,753,San Antonio,294624.0,-985253.0,1577014942
housing/rent/apartment,1.0,1.0,Thumbnail,915,915,Monthly,753,West Des Moines,415835.0,-937597.0,1577358632
housing/rent/apartment,1.0,1.0,Thumbnail,800,800,Monthly,753,Neenah,441812.0,-884881.0,1577358870
housing/rent/apartment,1.0,1.0,Thumbnail,680,680,Monthly,753,Independence,390805.0,-943997.0,1577358658
housing/rent/apartment,1.0,1.0,Thumbnail,2164,2.164,Monthly,754,Andover,426484.0,-711615.0,1577358524
housing/rent/apartment,1.0,1.0,Thumbnail,1434,1.434,Monthly,754,Dallas,328436.0,-967006.0,1568751267
housing/rent/apartment,1.0,1.0,Thumbnail,1361,1.361,Monthly,754,Dallas,328212.0,-967853.0,1577358446
housing/rent/apartment,1.0,1.0,Thumbnail,1085,1.085,Monthly,754,Phoenix,335178.0,-1120848.0,1577358411
housing/rent/apartment,1.0,2.0,Thumbnail,951,951,Monthly,754,Baltimore,393191.0,-766126.0,1577358389
housing/rent/apartment,1.0,1.0,Thumbnail,931,931,Monthly,754,Tucson,323229.0,-1109864.0,1577358745
housing/rent/apartment,1.0,1.0,Thumbnail,890,890,Monthly,754,Bryan,307084.0,-963470.0,1577358410
housing/rent/apartment,1.0,1.0,Thumbnail,833,833,Monthly,754,Cary,357589.0,-787780.0,1568758897
housing/rent/apartment,1.0,1.0,Thumbnail,720,720,Monthly,754,Kansas City,390744.0,-945521.0,1577015069
housing/rent/apartment,1.0,1.0,Thumbnail,2600,2.6,Monthly,755,Yonkers,409392.0,-738727.0,1577358769
housing/rent/apartment,1.0,1.0,Thumbnail,2570,2.57,Monthly,755,Dallas,328212.0,-967853.0,1577359616
housing/rent/apartment,1.0,1.0,Thumbnail,1695,1.695,Monthly,755,Garden Grove,337767.0,-1179537.0,1577015427
housing/rent/apartment,1.0,1.0,Thumbnail,1655,1.655,Monthly,755,Wayne,409472.0,-742427.0,1568781370
housing/rent/apartment,1.0,1.0,Thumbnail,1375,1.375,Monthly,755,Roselle Park,406655.0,-742672.0,1568776402
housing/rent/apartment,1.0,1.0,Thumbnail,1195,1.195,Monthly,755,Saint Paul,449405.0,-931027.0,1577359898
housing/rent/apartment,1.0,1.0,Thumbnail,1164,1.164,Monthly,755,Owings Mills,394276.0,-767727.0,1577358490
housing/rent/apartment,1.0,1.0,Thumbnail,1075,1.075,Monthly,755,Austin,303054.0,-977497.0,1577360403
housing/rent/apartment,1.0,1.0,Thumbnail,1066,1.066,Monthly,755,Houston,297714.0,-954343.0,1577358276
housing/rent/apartment,1.0,1.0,Yes,750,750,Monthly,755,Pittsburgh,405007.0,-800667.0,1568781010
housing/rent/apartment,1.0,1.0,Thumbnail,716,716,Monthly,755,Memphis,351211.0,-899517.0,1577358643
housing/rent/apartment,1.0,1.0,Thumbnail,639,639,Monthly,755,Springfield,371892.0,-932908.0,1577359026
housing/rent/apartment,1.0,1.0,Thumbnail,2445,2.445,Monthly,756,Brea,339299.0,-1178849.0,1577358767
housing/rent/apartment,1.0,1.0,Thumbnail,1634,1.634,Monthly,756,Houston,297714.0,-954343.0,1577358246
housing/rent/apartment,1.0,0.0,Thumbnail,1630,1.63,Monthly,756,New Brunswick,404841.0,-744526.0,1577017136
housing/rent/apartment,1.0,2.0,Yes,1495,1.495,Monthly,756,Collingswood,399143.0,-750679.0,1568777988
housing/rent/apartment,1.0,1.0,Thumbnail,1464,1.464,Monthly,756,Chicago,418625.0,-876825.0,1575638044
housing/rent/apartment,1.0,1.0,Thumbnail,1225,1.225,Monthly,756,Bladensburg,389414.0,-769292.0,1568750211
housing/rent/apartment,1.0,1.0,No,1200,1.2,Monthly,756,Smyrna,338737.0,-845097.0,1568782233
housing/rent/apartment,1.0,1.0,Thumbnail,1195,1.195,Monthly,756,Bladensburg,389414.0,-769292.0,1568750204
housing/rent/apartment,1.0,1.0,Thumbnail,1120,1.12,Monthly,756,Houston,297714.0,-954343.0,1577358284
housing/rent/apartment,1.0,1.0,Thumbnail,995,995,Monthly,756,Lubbock,335600.0,-1018904.0,1577360025
housing/rent/apartment,1.0,1.0,Thumbnail,705,705,Monthly,756,Greensboro,361519.0,-798168.0,1568754659
housing/rent/apartment,1.0,1.0,Thumbnail,1962,1.962,Monthly,757,Camarillo,342299.0,-1190097.0,1577358453
housing/rent/apartment,1.0,1.0,Thumbnail,1925,1.925,Monthly,757,Hanover,391649.0,-767156.0,1568777522
housing/rent/apartment,1.0,1.0,Thumbnail,1408,1.408,Monthly,757,Denver,396440.0,-1049026.0,1568756176
housing/rent/apartment,1.0,1.0,Thumbnail,1242,1.242,Monthly,757,Newport News,370739.0,-765001.0,1568757926
housing/rent/apartment,1.0,1.0,Thumbnail,1202,1.202,Monthly,757,Birmingham,335137.0,-867893.0,1577358748
housing/rent/apartment,1.0,1.0,Thumbnail,895,895,Monthly,757,Saint Marys,307566.0,-815638.0,1577358644
housing/rent/apartment,1.5,1.0,Thumbnail,880,880,Monthly,757,Leawood,389146.0,-946318.0,1577359477
housing/rent/apartment,1.0,1.0,Thumbnail,565,565,Monthly,757,Houston,297714.0,-954343.0,1577015333
housing/rent/apartment,1.0,1.0,Thumbnail,1719,1.719,Monthly,758,Ann Arbor,422711.0,-837450.0,1577358407
housing/rent/apartment,1.0,1.0,Yes,1667,1.667,Monthly,758,Pico Rivera,339883.0,-1180875.0,1568772969
housing/rent/apartment,1.0,1.0,Thumbnail,1650,1.65,Monthly,758,Kent,473851.0,-1221882.0,1577358506
housing/rent/apartment,1.0,1.0,Thumbnail,1200,1.2,Monthly,758,Delafield,430619.0,-884017.0,1577015763
housing/rent/apartment,1.0,1.0,Thumbnail,1181,1.181,Monthly,758,Denver,399288.0,-1049456.0,1568756983
housing/rent/apartment,1.0,2.0,Yes,1000,1,Monthly,758,New Bedford,416505.0,-709367.0,1568768571
housing/rent/apartment,1.0,1.0,Thumbnail,949,949,Monthly,758,San Antonio,294624.0,-985253.0,1577014930
housing/rent/apartment,1.0,1.0,Thumbnail,800,800,Monthly,758,Houston,297714.0,-954343.0,1577359655
housing/rent/apartment,1.0,1.0,Thumbnail,734,734,Monthly,758,San Antonio,294624.0,-985253.0,1577358673
housing/rent/apartment,1.0,2.0,Thumbnail,675,675,Monthly,758,Lincoln,408062.0,-966778.0,1576359588
housing/rent/apartment,1.0,1.0,Thumbnail,630,630,Monthly,758,Anderson,401065.0,-856788.0,1577358471
housing/rent/apartment,1.0,1.0,Thumbnail,2450,2.45,Monthly,759,Walnut Creek,379003.0,-1220495.0,1577358522
housing/rent/apartment,1.0,1.0,Thumbnail,2053,2.053,Monthly,759,Nashville,361370.0,-867830.0,1577360200
housing/rent/apartment,1.0,1.0,Thumbnail,2050,2.05,Monthly,759,Hanover,391649.0,-767156.0,1568777018
housing/rent/apartment,1.0,1.0,Thumbnail,1705,1.705,Monthly,759,Austin,303054.0,-977497.0,1577359687
housing/rent/apartment,1.0,1.0,Thumbnail,1190,1.19,Monthly,759,Apopka,286921.0,-815149.0,1577359123
housing/rent/apartment,1.0,1.0,Thumbnail,1150,1.15,Monthly,759,Plainfield,406277.0,-744334.0,1568751121
housing/rent/apartment,1.0,1.0,Thumbnail,1141,1.141,Monthly,759,Lawrenceville,340072.0,-840034.0,1568775204
housing/rent/apartment,1.0,1.0,Thumbnail,1120,1.12,Monthly,759,Fredericksburg,382867.0,-775015.0,1577359354
housing/rent/apartment,1.0,1.0,Thumbnail,1059,1.059,Monthly,759,Burnsville,447594.0,-932817.0,1576322063
housing/rent/apartment,1.0,1.0,Thumbnail,1029,1.029,Monthly,759,Houston,297714.0,-954343.0,1577358257
housing/rent/apartment,1.0,1.0,Thumbnail,877,877,Monthly,759,Missouri City,295677.0,-955210.0,1577358386
housing/rent/apartment,1.0,1.0,Thumbnail,739,739,Monthly,759,Bloomington,391471.0,-865136.0,1577359052
housing/rent/apartment,1.0,2.0,Thumbnail,675,675,Monthly,759,Lufkin,313059.0,-947684.0,1577360062
housing/rent/apartment,1.0,1.0,Thumbnail,670,670,Monthly,759,Maumee,415781.0,-836642.0,1568744210
housing/rent/apartment,1.0,1.0,Thumbnail,2240,2.24,Monthly,760,Woburn,424849.0,-711568.0,1577358460
housing/rent/apartment,1.0,1.0,Thumbnail,1915,1.915,Monthly,760,Chicago,418625.0,-876825.0,1577360262
housing/rent/apartment,1.0,2.0,Thumbnail,1850,1.85,Monthly,760,Los Angeles,340899.0,-1182932.0,1568751841
housing/rent/apartment,1.0,1.0,Thumbnail,1595,1.595,Monthly,760,Millburn,407236.0,-743006.0,1577360127
housing/rent/apartment,1.0,1.0,Thumbnail,1565,1.565,Monthly,760,Odessa,318666.0,-1023901.0,1577358475
housing/rent/apartment,1.0,1.0,Thumbnail,1475,1.475,Monthly,760,Burlington,445072.0,-732452.0,1577360051
housing/rent/apartment,1.5,1.0,Yes,1443,1.443,Monthly,760,Crofton,390073.0,-766827.0,1568779292
housing/rent/apartment,1.0,2.0,Thumbnail,1406,1.406,Monthly,760,Chicago,418625.0,-876825.0,1577358591
housing/rent/apartment,1.0,3.0,Thumbnail,1320,1.32,Monthly,760,West Lafayette,404969.0,-869659.0,1577358845
housing/rent/apartment,1.0,1.0,Thumbnail,1300,1.3,Monthly,760,Minnetonka,449235.0,-934704.0,1576666263
housing/rent/apartment,1.0,1.0,Thumbnail,1175,1.175,Monthly,760,Montgomery,304006.0,-956106.0,1577360184
housing/rent/apartment,1.0,1.0,Yes,1175,1.175,Monthly,760,Maple Shade,399539.0,-749955.0,1568775019
housing/rent/apartment,1.0,1.0,Thumbnail,1170,1.17,Monthly,760,Dallas,327826.0,-967770.0,1568752900
housing/rent/apartment,1.0,3.0,Thumbnail,1050,1.05,Monthly,760,Champaign,401145.0,-882723.0,1577359057
housing/rent/apartment,1.0,1.0,Thumbnail,975,975,Monthly,760,Alpharetta,340791.0,-842039.0,1568766805
housing/rent/apartment,1.0,1.0,Yes,966,966,Monthly,760,Arlington,326960.0,-970878.0,1568773746
housing/rent/apartment,1.0,1.0,Thumbnail,960,960,Monthly,760,Chapel Hill,359276.0,-790406.0,1568770098
housing/rent/apartment,1.0,2.0,Thumbnail,890,890,Monthly,760,Yakima,465990.0,-1205572.0,1577359856
housing/rent/apartment,1.0,1.0,Thumbnail,813,813,Monthly,760,Cary,357695.0,-787966.0,1568757367
housing/rent/apartment,1.0,1.0,Thumbnail,800,800,Monthly,760,Lexington,380172.0,-844931.0,1577358626
housing/rent/apartment,1.0,1.0,Thumbnail,774,774,Monthly,760,Evansville,379906.0,-875563.0,1577358929
housing/rent/apartment,1.0,1.0,Thumbnail,744,744,Monthly,760,Fayetteville,360785.0,-941531.0,1577359038
housing/rent/apartment,1.0,1.0,Thumbnail,695,695,Monthly,760,Las Vegas,362548.0,-1155263.0,1568753019
housing/rent/apartment,1.0,2.0,Thumbnail,660,660,Monthly,760,Lafayette,403613.0,-869005.0,1577358838
housing/rent/apartment,1.0,2.0,Thumbnail,630,630,Monthly,760,Springfield,371892.0,-932908.0,1577359023
housing/rent/apartment,1.0,1.0,Thumbnail,2375,2.375,Monthly,761,Watertown,423718.0,-711785.0,1577358527
housing/rent/apartment,1.0,1.0,Thumbnail,2220,2.22,Monthly,761,East Rutherford,408367.0,-741027.0,1568752306
housing/rent/apartment,2.0,2.0,Thumbnail,1750,1.75,Monthly,761,Austin,303054.0,-977497.0,1577360334
housing/rent/apartment,1.0,1.0,Yes,1725,1.725,Monthly,761,Kenmore,477500.0,-1222400.0,1568772285
housing/rent/apartment,1.0,1.0,Thumbnail,1228,1.228,Monthly,761,Clermont,285401.0,-817602.0,1568757950
housing/rent/apartment,1.0,1.0,Thumbnail,1150,1.15,Monthly,761,Hartland,431096.0,-883501.0,1576666451
housing/rent/apartment,1.0,0.0,Thumbnail,1751,1.751,Monthly,762,Arlington,388571.0,-770609.0,1577305029
housing/rent/apartment,1.0,1.0,Thumbnail,1551,1.551,Monthly,762,Dallas,328212.0,-967853.0,1577359716
housing/rent/apartment,1.0,1.0,Thumbnail,1495,1.495,Monthly,762,Warren,417248.0,-712657.0,1577014830
housing/rent/apartment,1.0,1.0,Thumbnail,1400,1.4,Monthly,762,Mundelein,422689.0,-880610.0,1577360139
housing/rent/apartment,1.0,1.0,Thumbnail,1314,1.314,Monthly,762,Atlanta,337848.0,-843922.0,1577358532
housing/rent/apartment,1.0,1.0,Thumbnail,1455,1.455,Monthly,763,Broomfield,399156.0,-1050876.0,1577358453
housing/rent/apartment,1.0,1.0,Thumbnail,1190,1.19,Monthly,763,Glen Burnie,391627.0,-766354.0,1568775674
housing/rent/apartment,1.0,1.0,No,1190,1.19,Monthly,763,Glen Burnie,391627.0,-766354.0,1568775886
housing/rent/apartment,1.0,1.0,Yes,1055,1.055,Monthly,763,Glen Burnie,391627.0,-766354.0,1568775874
housing/rent/apartment,1.0,1.0,Thumbnail,1027,1.027,Monthly,763,Las Vegas,362811.0,-1153036.0,1568752079
housing/rent/apartment,2.0,2.0,Thumbnail,2199,2.199,Monthly,764,Seattle,476160.0,-1223275.0,1577359543
housing/rent/apartment,1.0,1.0,Thumbnail,1349,1.349,Monthly,764,Norfolk,368532.0,-762902.0,1568754809
housing/rent/apartment,1.0,1.0,Thumbnail,1309,1.309,Monthly,764,Norfolk,368532.0,-762902.0,1568755490
housing/rent/apartment,1.0,1.0,Thumbnail,920,920,Monthly,764,Atlanta,337848.0,-843922.0,1577358404
housing/rent/apartment,1.0,1.0,Thumbnail,725,725,Monthly,764,Harrisburg,434299.0,-966968.0,1576667877
housing/rent/apartment,1.0,2.0,Thumbnail,2626,2.626,Monthly,765,Allston,423584.0,-711318.0,1577358543
housing/rent/apartment,1.0,1.0,Thumbnail,1425,1.425,Monthly,765,Woodbury,449032.0,-929227.0,1576666262
housing/rent/apartment,1.0,1.0,Thumbnail,1380,1.38,Monthly,765,Flanders,408511.0,-747078.0,1568768816
housing/rent/apartment,1.0,1.0,Thumbnail,1380,1.38,Monthly,765,Flanders,408511.0,-747078.0,1568768909
housing/rent/apartment,1.0,1.0,Thumbnail,1320,1.32,Monthly,765,Flanders,408511.0,-747078.0,1568768817
housing/rent/apartment,1.0,1.0,Thumbnail,1225,1.225,Monthly,765,Flanders,408511.0,-747078.0,1568768909
housing/rent/apartment,1.0,1.0,Thumbnail,1205,1.205,Monthly,765,Flanders,408511.0,-747078.0,1568768769
housing/rent/apartment,1.0,1.0,Yes,1180,1.18,Monthly,765,Flanders,408511.0,-747078.0,1568768807
housing/rent/apartment,1.0,2.0,Thumbnail,1175,1.175,Monthly,765,Manchester,429833.0,-714574.0,1568771535
housing/rent/apartment,1.0,1.0,Thumbnail,1016,1.016,Monthly,765,Austin,303054.0,-977497.0,1577359775
housing/rent/apartment,1.0,1.0,Thumbnail,925,925,Monthly,765,Houston,298224.0,-955405.0,1577358264
housing/rent/apartment,2.0,2.0,Thumbnail,858,858,Monthly,765,Milwaukee,430531.0,-879659.0,1577015763
housing/rent/apartment,1.0,1.0,Thumbnail,369,369,Monthly,765,Lebanon,400539.0,-864686.0,1577015025
housing/rent/apartment,1.0,1.0,Thumbnail,2240,2.24,Monthly,766,Edgewater,408342.0,-739735.0,1568764838
housing/rent/apartment,1.0,1.0,Thumbnail,1695,1.695,Monthly,766,Nashville,361370.0,-867830.0,1577360276
housing/rent/apartment,1.0,1.0,Thumbnail,1135,1.135,Monthly,766,Sarasota,274081.0,-825233.0,1568751688
housing/rent/apartment,1.0,1.0,Thumbnail,1035,1.035,Monthly,766,Austin,303054.0,-977497.0,1577359780
housing/rent/apartment,1.0,1.0,Thumbnail,925,925,Monthly,766,Lafayette,403613.0,-869005.0,1577358849
housing/rent/apartment,1.0,1.0,Thumbnail,640,640,Monthly,766,Fond Du Lac,437815.0,-884411.0,1577358819
housing/rent/apartment,1.0,1.0,Thumbnail,288,288,Monthly,766,Michigan City,417092.0,-868652.0,1577358823
housing/rent/apartment,1.0,1.0,Yes,1640,1.64,Monthly,767,Hanover,391649.0,-767156.0,1568776958
housing/rent/apartment,1.0,1.0,Yes,1617,1.617,Monthly,767,Hanover,391649.0,-767156.0,1568777241
housing/rent/apartment,1.0,2.0,Thumbnail,1599,1.599,Monthly,767,Saint Paul,449405.0,-931027.0,1577360367
housing/rent/apartment,1.0,1.0,Thumbnail,1264,1.264,Monthly,767,Austin,303054.0,-977497.0,1577359834
housing/rent/apartment,1.0,1.0,Thumbnail,1161,1.161,Monthly,767,Renton,474696.0,-1221655.0,1577358494
housing/rent/apartment,1.0,1.0,Thumbnail,1019,1.019,Monthly,767,Round Rock,305118.0,-976873.0,1577359838
housing/rent/apartment,1.0,1.0,Thumbnail,810,810,Monthly,767,Chapel Hill,359276.0,-790406.0,1568770119
housing/rent/apartment,1.0,1.0,Thumbnail,795,795,Monthly,767,Lakeville,415256.0,-862770.0,1577358730
housing/rent/apartment,1.0,1.0,Thumbnail,636,636,Monthly,767,New Carlisle,417068.0,-864812.0,1577358931
housing/rent/apartment,1.0,1.0,Thumbnail,1409,1.409,Monthly,768,Fort Collins,405340.0,-1050444.0,1568764726
housing/rent/apartment,1.0,1.0,Thumbnail,1407,1.407,Monthly,768,Fort Collins,405340.0,-1050444.0,1568764838
housing/rent/apartment,1.0,1.0,Thumbnail,1400,1.4,Monthly,768,Milwaukee,430531.0,-879659.0,1577359331
housing/rent/apartment,1.0,1.0,Thumbnail,1150,1.15,Monthly,768,West Haven,412205.0,-1120172.0,1577358632
housing/rent/apartment,1.0,1.0,Thumbnail,1149,1.149,Monthly,768,Hampton,370451.0,-763664.0,1577358436
housing/rent/apartment,1.0,1.0,Thumbnail,1085,1.085,Monthly,768,Round Rock,305118.0,-976873.0,1577359782
housing/rent/apartment,1.0,1.0,Thumbnail,915,915,Monthly,768,Dallas,329455.0,-967962.0,1568765514
housing/rent/apartment,1.0,1.0,Thumbnail,850,850,Monthly,768,Beaver Dam,434614.0,-888407.0,1576667495
housing/rent/apartment,1.0,1.0,Thumbnail,750,750,Monthly,768,Sioux Falls,435106.0,-967532.0,1577360386
housing/rent/apartment,1.0,1.0,Thumbnail,1250,1.25,Monthly,769,Dallas,329333.0,-967835.0,1568760068
housing/rent/apartment,1.0,1.0,Thumbnail,1113,1.113,Monthly,769,Palm Harbor,281041.0,-826789.0,1568756586
housing/rent/apartment,1.0,1.0,Thumbnail,1033,1.033,Monthly,769,San Antonio,294624.0,-985253.0,1577359125
housing/rent/apartment,1.0,1.0,Thumbnail,894,894,Monthly,769,Austin,303054.0,-977497.0,1577359799
housing/rent/apartment,1.0,1.0,Yes,1750,1.75,Monthly,770,Elizabeth,406623.0,-742087.0,1568776498
housing/rent/apartment,1.0,1.0,Thumbnail,1745,1.745,Monthly,770,Rockville,390521.0,-771190.0,1568761928
housing/rent/apartment,1.0,1.0,Thumbnail,1632,1.632,Monthly,770,Hanover,391649.0,-767156.0,1568777341
housing/rent/apartment,1.0,1.0,Thumbnail,1475,1.475,Monthly,770,Lynnwood,478318.0,-1222834.0,1577359247
